path	area	owner	lines	title	topic_keywords
.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-layout-data-localization/references/footer-preview-internal-menu-pr-737.md	inactive-pack	.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-layout-data-localization/SKILL.md	56	Footer preview-only Internal menu pattern	github-pr-ci,creative-rendering,corp-web-app,memory-context,examples
.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-layout-data-localization/references/header-gnb-local-data-pr-660.md	inactive-pack	.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-layout-data-localization/SKILL.md	92	Header/GNB local data implementation notes (corp-web-app PR #660)	github-pr-ci,mlops-training-inference,corp-web-app,memory-context,examples
.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-layout-data-localization/references/header-json-to-tsx-authoring-pr-658.md	inactive-pack	.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-layout-data-localization/SKILL.md	56	Header JSON-to-TSX authoring follow-up (PR #658)	git-worktree-cleanup,github-pr-ci,pr-body-safety,corp-web-app,memory-context,troubleshooting,examples
.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-layout-data-localization/references/tailwind-footer-locale-tsx-authoring.md	inactive-pack	.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-layout-data-localization/SKILL.md	45	Tailwind footer locale TSX authoring	github-pr-ci,corp-web-app,troubleshooting,examples
.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-mdx-collection-migration/references/customer-success-cases-use-cases-duplication.md	inactive-pack	.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-mdx-collection-migration/SKILL.md	80	Customer success cases vs demo use-cases duplication	github-pr-ci,corp-web-app,corp-web-japan,memory-context
.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-mdx-collection-migration/references/demo-use-cases-source-parity.md	inactive-pack	.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-mdx-collection-migration/SKILL.md	57	Demo use-cases source parity notes	github-pr-ci,corp-web-app,corp-web-japan,memory-context,examples
.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-mdx-collection-migration/references/internal-preview-route-risk-index.md	inactive-pack	.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-mdx-collection-migration/SKILL.md	44	Internal preview route risk index	git-worktree-cleanup,github-pr-ci,creative-rendering,corp-web-app,memory-context,troubleshooting,examples
.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-mdx-collection-migration/references/internal-translation-coverage-routes.md	inactive-pack	.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-mdx-collection-migration/SKILL.md	81	Internal translation coverage routes for MDX collections	git-worktree-cleanup,github-pr-ci,pr-body-safety,mlops-training-inference,creative-rendering,corp-web-app,troubleshooting
.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-mdx-collection-migration/references/manuals-source-provenance.md	inactive-pack	.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-mdx-collection-migration/SKILL.md	82	Manuals source provenance for corp-web-app MDX migration	github-pr-ci,creative-rendering,corp-web-app,corp-web-japan
.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-mdx-collection-migration/references/mdx-plan-inventory-refresh.md	inactive-pack	.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-mdx-collection-migration/SKILL.md	67	corp-web-app MDX plan/inventory refresh notes	github-pr-ci,corp-web-app,memory-context,troubleshooting
.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-mdx-collection-migration/references/publication-list-render-parity-audit.md	inactive-pack	.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-mdx-collection-migration/SKILL.md	80	Publication list render-parity audit notes	github-pr-ci,mlops-training-inference,creative-rendering,browser-render-parity,corp-web-app,corp-web-japan,memory-context,troubleshooting,examples
.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-mdx-collection-migration/references/related-ids-collection-identifiers.md	inactive-pack	.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-mdx-collection-migration/SKILL.md	116	Related IDs and collection identifiers in corp-web-app MDX migrations	github-pr-ci,mlops-structured-generation,creative-rendering,corp-web-app,memory-context
.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-mdx-collection-migration/references/t-news-tailwind-list-parity.md	inactive-pack	.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-mdx-collection-migration/SKILL.md	53	`/{locale}/t/news` Tailwind list-parity notes	git-worktree-cleanup,github-pr-ci,creative-rendering,browser-render-parity,corp-web-app,memory-context,troubleshooting,examples
.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-mdx-collection-migration/references/translation-coverage-endpoints.md	inactive-pack	.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-mdx-collection-migration/SKILL.md	85	Translation coverage endpoints for MDX collections	git-worktree-cleanup,github-pr-ci,creative-rendering,corp-web-app,troubleshooting,examples
.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-mdx-collection-migration/references/tutorials-category-subcollection-pr-followup.md	inactive-pack	.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-mdx-collection-migration/SKILL.md	99	Tutorials category subcollection PR follow-up	github-pr-ci,creative-rendering,corp-web-app,memory-context,examples
.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-mdx-collection-migration/references/tutorials-related-id-qualification.md	inactive-pack	.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-mdx-collection-migration/SKILL.md	71	Tutorials related ID qualification	github-pr-ci,mlops-structured-generation,mlops-training-inference,corp-web-app,memory-context
.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-public-route-locale-404-debugging/references/legal-page-route-handlers.md	inactive-pack	.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-public-route-locale-404-debugging/SKILL.md	56	Legal page route-handler replacement notes	github-pr-ci,corp-web-app,troubleshooting,examples
.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-stage-e2e/references/sitemap-critical-required-urls.md	inactive-pack	.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-stage-e2e/SKILL.md	55	Sitemap E2E required-public-URLs fixture	github-pr-ci,pr-body-safety,creative-rendering,browser-render-parity,corp-web-app,troubleshooting,examples
.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-stage-e2e/references/sitemap-stage-availability-pr-783.md	inactive-pack	.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-stage-e2e/SKILL.md	94	Sitemap stage availability E2E — corp-web-app PR #783	git-worktree-cleanup,github-pr-ci,mlops-structured-generation,browser-render-parity,corp-web-app,memory-context,troubleshooting,examples
.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-stage-e2e/references/stage-sitemap-rss-404-diagnosis.md	inactive-pack	.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-stage-e2e/SKILL.md	171	Stage sitemap RSS 404 diagnosis	git-worktree-cleanup,github-pr-ci,browser-render-parity,corp-web-app,troubleshooting
.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-static-page-route-local-migration/references/archived-index-route.md	inactive-pack	.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-static-page-route-local-migration/SKILL.md	76	corp-web-app Archived Index Route Pattern	github-pr-ci,creative-rendering,corp-web-app,memory-context,examples
.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-static-page-route-local-migration/references/archived-root-wrapper-removal.md	inactive-pack	.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-static-page-route-local-migration/SKILL.md	81	Archived root wrapper removal pattern	git-worktree-cleanup,github-pr-ci,corp-web-app,troubleshooting,examples
.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-static-page-route-local-migration/references/become-a-partner-archived-route-readme.md	inactive-pack	.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-static-page-route-local-migration/SKILL.md	56	PR 671: archived Become a Partner migration README pattern	github-pr-ci,creative-rendering,corp-web-app,troubleshooting
.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-static-page-route-local-migration/references/certifications-stage-production-parity.md	inactive-pack	.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-static-page-route-local-migration/SKILL.md	51	Certifications stage ↔ production parity audit (session 2026-05-16)	github-pr-ci,creative-rendering,browser-render-parity,corp-web-app,memory-context
.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-static-page-route-local-migration/references/decommission-unused-static-route.md	inactive-pack	.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-static-page-route-local-migration/SKILL.md	27	Decommissioning an unused corp-web-app static route	git-worktree-cleanup,github-pr-ci,pr-body-safety,corp-web-app,memory-context
.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-static-page-route-local-migration/references/default-locale-rewrite-wrapper-removal.md	inactive-pack	.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-static-page-route-local-migration/SKILL.md	45	Default-locale rewrite wrapper removal	git-worktree-cleanup,github-pr-ci,creative-rendering,browser-render-parity,corp-web-app,troubleshooting,examples
.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-static-page-route-local-migration/references/home-preview-t-authoring.md	inactive-pack	.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-static-page-route-local-migration/SKILL.md	45	Home `/[locale]/t` preview authoring correction	github-pr-ci,pr-body-safety,creative-rendering,corp-web-app,memory-context,examples
.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-static-page-route-local-migration/references/locale-dynamic-route-relocation.md	inactive-pack	.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-static-page-route-local-migration/SKILL.md	49	Locale dynamic route relocation pattern	github-pr-ci,browser-render-parity,corp-web-app,memory-context,troubleshooting
.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-static-page-route-local-migration/references/public-route-rollout-from-t.md	inactive-pack	.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-static-page-route-local-migration/SKILL.md	72	Public route rollout from `/t` verification routes	github-pr-ci,creative-rendering,corp-web-app,memory-context,troubleshooting,examples
.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-static-page-route-local-migration/references/route-local-authoring-wiki-i18n-status.md	inactive-pack	.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-static-page-route-local-migration/SKILL.md	76	Route-Local Authoring Wiki and i18n Status Docs	github-pr-ci,corp-web-app,memory-context,examples,advanced-usage
.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-static-page-route-local-migration/references/route-local-authoring-wiki-status.md	inactive-pack	.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-static-page-route-local-migration/SKILL.md	84	Route-Local Authoring Wiki Status Pattern	github-pr-ci,corp-web-app,memory-context
.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-static-page-route-local-migration/references/simple-cta-section-port-and-preview-application.md	inactive-pack	.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-static-page-route-local-migration/SKILL.md	33	Simple CTA section port and `/[locale]/t` application	github-pr-ci,mlops-structured-generation,creative-rendering,browser-render-parity,corp-web-app,corp-web-japan
.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-static-page-route-local-migration/references/tailwind-layout-chrome-opt-in-plan.md	inactive-pack	.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-static-page-route-local-migration/SKILL.md	37	Tailwind layout chrome opt-in planning	git-worktree-cleanup,github-pr-ci,creative-rendering,browser-render-parity,corp-web-app,memory-context
.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-static-page-route-local-migration/references/tailwind-route-local-refactor-pattern.md	inactive-pack	.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-static-page-route-local-migration/SKILL.md	76	Tailwind route-local refactor pattern	github-pr-ci,creative-rendering,browser-render-parity,corp-web-app,troubleshooting,examples
.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-static-route-from-dynamic-page/references/archived-index-listing.md	inactive-pack	.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-static-route-from-dynamic-page/SKILL.md	40	Archived index listing pattern	github-pr-ci,corp-web-app,troubleshooting,examples
.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-static-route-from-dynamic-page/references/default-locale-middleware-rewrite.md	inactive-pack	.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-static-route-from-dynamic-page/SKILL.md	46	Default-locale middleware rewrite for route-local pages	github-pr-ci,creative-rendering,browser-render-parity,corp-web-app,troubleshooting,examples
.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-static-route-from-dynamic-page/references/internal-index-locale-fallback-links.md	inactive-pack	.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-static-route-from-dynamic-page/SKILL.md	32	corp-web-app internal index locale fallback links	git-worktree-cleanup,github-pr-ci,corp-web-app,examples
.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-static-route-from-dynamic-page/references/internal-index-mdx-guide-links.md	inactive-pack	.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-static-route-from-dynamic-page/SKILL.md	79	corp-web-app internal index and MDX guide links	github-pr-ci,mlops-training-inference,creative-rendering,browser-render-parity,corp-web-app,memory-context,troubleshooting,examples
.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-static-route-from-dynamic-page/references/internal-index-partial-locale-links.md	inactive-pack	.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-static-route-from-dynamic-page/SKILL.md	63	Internal index partial-locale route links	github-pr-ci,corp-web-app,examples
.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-static-route-from-dynamic-page/references/locale-t-home-rollout.md	inactive-pack	.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-static-route-from-dynamic-page/SKILL.md	105	Locale-prefixed `/t` home rollout pattern	github-pr-ci,mlops-training-inference,creative-rendering,corp-web-app,memory-context,troubleshooting,examples
.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-static-route-from-dynamic-page/references/migration-provenance-readme.md	inactive-pack	.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-static-route-from-dynamic-page/SKILL.md	58	Migration provenance README for route-local/static page migrations	github-pr-ci,creative-rendering,corp-web-app,corp-web-japan,troubleshooting,examples
.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-static-route-from-dynamic-page/references/preview-route-component-parity-refactor.md	inactive-pack	.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-static-route-from-dynamic-page/SKILL.md	36	Preview-route component parity refactor example	git-worktree-cleanup,github-pr-ci,creative-rendering,corp-web-app,corp-web-japan,memory-context,troubleshooting,examples
.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-static-route-from-dynamic-page/references/production-only-root-redirect.md	inactive-pack	.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-static-route-from-dynamic-page/SKILL.md	58	Production-only root redirect pattern	github-pr-ci,creative-rendering,corp-web-app,examples
.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-static-route-from-dynamic-page/references/repo-local-skills-and-route-local-authoring.md	inactive-pack	.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-static-route-from-dynamic-page/SKILL.md	16	corp-web-app repo-local skills and route-local authoring correction	git-worktree-cleanup,github-pr-ci,creative-rendering,corp-web-app,memory-context
.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-static-route-from-dynamic-page/references/route-local-shared-section-style-followups.md	inactive-pack	.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app-static-route-from-dynamic-page/SKILL.md	39	Route-local shared section style follow-ups	git-worktree-cleanup,github-pr-ci,creative-rendering,browser-render-parity,corp-web-app,corp-web-japan,troubleshooting,examples,advanced-usage
.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app/references/blog-mdx-translation-recovery.md	inactive-pack	.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app/SKILL.md	79	Blog MDX missing-translation recovery	git-worktree-cleanup,github-pr-ci,creative-rendering,corp-web-app
.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app/references/content-availability-ci-after-main-advance.md	inactive-pack	.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app/SKILL.md	36	Content availability CI after main advances	github-pr-ci,corp-web-app,troubleshooting,examples
.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app/references/migrated-memory-and-user-context.md	inactive-pack	.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app/SKILL.md	39	Migrated memory and user context for corp-web-app	github-pr-ci,creative-rendering,browser-render-parity,corp-web-app,memory-context,examples
.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app/references/plans-route-local-compare-table-refactor.md	inactive-pack	.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app/SKILL.md	84	Plans Route-Local CompareTable Refactor Notes	git-worktree-cleanup,github-pr-ci,mlops-structured-generation,corp-web-app,troubleshooting,examples
.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app/references/sidebar-data-change-impact.md	inactive-pack	.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app/SKILL.md	33	Navigation/Sidebar Data Change Impact Pattern	github-pr-ci,creative-rendering,corp-web-app,troubleshooting,examples
.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app/references/tailwind-internal-index-pair-maintenance.md	inactive-pack	.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app/SKILL.md	43	Tailwind internal index pair maintenance	github-pr-ci,creative-rendering,corp-web-app,troubleshooting,examples
.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app/references/tailwind-internal-index-sync.md	inactive-pack	.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app/SKILL.md	48	Tailwind internal index sync	github-pr-ci,creative-rendering,browser-render-parity,corp-web-app,memory-context,troubleshooting
.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app/references/tailwind-legacy-shared-ui-compatibility.md	inactive-pack	.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app/SKILL.md	55	Tailwind/legacy shared UI compatibility	github-pr-ci,creative-rendering,browser-render-parity,corp-web-app,troubleshooting,examples
.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app/references/tailwind-menu-wave-plan-refresh.md	inactive-pack	.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app/SKILL.md	65	Tailwind menu-wave plan refresh	git-worktree-cleanup,github-pr-ci,corp-web-app,troubleshooting
.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app/references/tailwind-preview-toggle-button-reset.md	inactive-pack	.hermes/skill-packs/corp-web-app/skills/software-development/corp-web-app/SKILL.md	46	Tailwind preview toggle vs scoped header button reset	git-worktree-cleanup,github-pr-ci,creative-rendering,browser-render-parity,corp-web-app,troubleshooting,examples
.hermes/skill-packs/corp-web-japan/skills/software-development/corp-web-japan-article-preview-parity/references/shared-publication-mdx-layout-fixes.md	inactive-pack	.hermes/skill-packs/corp-web-japan/skills/software-development/corp-web-japan-article-preview-parity/SKILL.md	36	Shared publication MDX layout fixes	github-pr-ci,creative-rendering,corp-web-japan
.hermes/skill-packs/corp-web-japan/skills/software-development/corp-web-japan-demo-mdx-migration/references/use-cases-corpus-boundary.md	inactive-pack	.hermes/skill-packs/corp-web-japan/skills/software-development/corp-web-japan-demo-mdx-migration/SKILL.md	59	use-cases corpus boundary investigation (May 2026)	github-pr-ci,creative-rendering,corp-web-app,corp-web-japan,troubleshooting,examples
.hermes/skill-packs/corp-web-japan/skills/software-development/corp-web-japan-demo-mdx-migration/references/use-cases-demo-namespace-rollout.md	inactive-pack	.hermes/skill-packs/corp-web-japan/skills/software-development/corp-web-japan-demo-mdx-migration/SKILL.md	52	Use-cases demo namespace rollout checklist	github-pr-ci,corp-web-japan,memory-context,examples
.hermes/skill-packs/corp-web-japan/skills/software-development/corp-web-japan-demo-mdx-migration/references/use-cases-source-root-parity.md	inactive-pack	.hermes/skill-packs/corp-web-japan/skills/software-development/corp-web-japan-demo-mdx-migration/SKILL.md	111	Use-cases source-root parity audit	github-pr-ci,creative-rendering,corp-web-app,corp-web-japan
.hermes/skill-packs/corp-web-japan/skills/software-development/corp-web-japan-legal-preview-adjacent-mdx/references/legal-effective-date-provenance.md	inactive-pack	.hermes/skill-packs/corp-web-japan/skills/software-development/corp-web-japan-legal-preview-adjacent-mdx/SKILL.md	31	Legal effective-date provenance notes	github-pr-ci,corp-web-japan,memory-context,troubleshooting,examples
.hermes/skill-packs/corp-web-japan/skills/software-development/corp-web-japan-legal-preview-adjacent-mdx/references/legal-family-width-audit.md	inactive-pack	.hermes/skill-packs/corp-web-japan/skills/software-development/corp-web-japan-legal-preview-adjacent-mdx/SKILL.md	81	Legal family width audit notes	github-pr-ci,creative-rendering,browser-render-parity,corp-web-app,corp-web-japan,examples
.hermes/skill-packs/corp-web-japan/skills/software-development/corp-web-japan-legal-preview-adjacent-mdx/references/legal-mdx-cache-and-performance.md	inactive-pack	.hermes/skill-packs/corp-web-japan/skills/software-development/corp-web-japan-legal-preview-adjacent-mdx/SKILL.md	160	Legal MDX cache, privacy-policy latency, and selector navigation notes	github-pr-ci,creative-rendering,browser-render-parity,corp-web-japan,memory-context,troubleshooting,examples,source-dump
.hermes/skill-packs/corp-web-japan/skills/software-development/corp-web-japan-legal-preview-adjacent-mdx/references/legal-mdx-source-formatting.md	inactive-pack	.hermes/skill-packs/corp-web-japan/skills/software-development/corp-web-japan-legal-preview-adjacent-mdx/SKILL.md	31	Legal MDX source-formatting cleanup notes	git-worktree-cleanup,github-pr-ci,creative-rendering,corp-web-japan,memory-context,troubleshooting
.hermes/skill-packs/corp-web-japan/skills/software-development/corp-web-japan-live-page-render-parity/references/README.md	inactive-pack	.hermes/skill-packs/corp-web-japan/skills/software-development/corp-web-japan-live-page-render-parity/SKILL.md	10	corp-web-japan live render parity references	github-pr-ci,creative-rendering,browser-render-parity,corp-web-app,corp-web-japan,troubleshooting
.hermes/skill-packs/corp-web-japan/skills/software-development/corp-web-japan-live-page-render-parity/references/about-us-parity-pitfalls.md	inactive-pack	.hermes/skill-packs/corp-web-japan/skills/software-development/corp-web-japan-live-page-render-parity/SKILL.md	48	/about-us parity pitfalls	github-pr-ci,creative-rendering,corp-web-japan,troubleshooting
.hermes/skill-packs/corp-web-japan/skills/software-development/corp-web-japan-live-page-render-parity/references/acp-child-audit-to-implementation.md	inactive-pack	.hermes/skill-packs/corp-web-japan/skills/software-development/corp-web-japan-live-page-render-parity/SKILL.md	46	ACP child render audit to implementation follow-up	git-worktree-cleanup,github-pr-ci,creative-rendering,browser-render-parity,corp-web-japan,troubleshooting,examples
.hermes/skill-packs/corp-web-japan/skills/software-development/corp-web-japan-live-page-render-parity/references/acp-child-faq-live-css-chain.md	inactive-pack	.hermes/skill-packs/corp-web-japan/skills/software-development/corp-web-japan-live-page-render-parity/SKILL.md	108	ACP child FAQ live CSS-chain parity note	github-pr-ci,creative-rendering,browser-render-parity,corp-web-app,corp-web-japan,troubleshooting
.hermes/skill-packs/corp-web-japan/skills/software-development/corp-web-japan-live-page-render-parity/references/aip-platform-descendant-hero-parity.md	inactive-pack	.hermes/skill-packs/corp-web-japan/skills/software-development/corp-web-japan-live-page-render-parity/SKILL.md	47	AIP platform descendant hero parity notes	github-pr-ci,creative-rendering,browser-render-parity,corp-web-japan,memory-context,troubleshooting
.hermes/skill-packs/corp-web-japan/skills/software-development/corp-web-japan-live-page-render-parity/references/aip-self-hosted-hero-video-pattern.md	inactive-pack	.hermes/skill-packs/corp-web-japan/skills/software-development/corp-web-japan-live-page-render-parity/SKILL.md	31	AIP self-hosted hero video replacement pattern	github-pr-ci,mlops-structured-generation,creative-rendering,corp-web-japan
.hermes/skill-packs/corp-web-japan/skills/software-development/corp-web-japan-live-page-render-parity/references/aip-self-hosted-video-parity.md	inactive-pack	.hermes/skill-packs/corp-web-japan/skills/software-development/corp-web-japan-live-page-render-parity/SKILL.md	51	AIP self-hosted video parity notes	github-pr-ci,creative-rendering,browser-render-parity,corp-web-japan,memory-context,troubleshooting
